VARIACIONS INTERANUALS CAMPINGS;;;;;;
% var. Interanual;;;;;;
CAMPINGS;domèstic;estranger;;;;
Viatgers;-38,2%;-87,1%;;;;
Pernoctacions;-37,2%;-84,3%;;;;
Empleats;;;-29,1%;;;
;;;;;;
CAMPINGS;ESTADA MITJANA;;;;;
Residents;3,4;;;;;
No residents;6,5;;;;;
;;;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;;;
